projectID,project_type,extraction_order,date,name,filter_replicate,FilterID,vol_filtered_ml,location,location_broad,extraction_date,lat,lon,control,month,year,lc_in_water,field_notes,dist_lc_m,lc_deploy_time,lc_remove_time,lc_spp_1,lc_spp_2,spp_1_wt_g,spp_2_wt_g,vel_m_s,vel_ft_sec,turb_ntu,depth_m,technical_replicate,Cq,relative_conc_ng/uL,target
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,42,2/28/2023,SC 10m,B,20230228SC 10mB,70,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,2,39.8831749,9.60E-07,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,42,2/28/2023,SC 10m,B,20230228SC 10mB,70,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,43,2/28/2023,SC 10m,C,20230228SC 10mC,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,43,2/28/2023,SC 10m,C,20230228SC 10mC,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,43,2/28/2023,SC 10m,C,20230228SC 10mC,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,3,38.41213226,2.49E-06,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,38,2/28/2023,SC 250m,A,20230228SC 250mA,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,38,2/28/2023,SC 250m,A,20230228SC 250mA,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,38,2/28/2023,SC 250m,A,20230228SC 250mA,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,39,2/28/2023,SC 250m,B,20230228SC 250mB,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,39,2/28/2023,SC 250m,B,20230228SC 250mB,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,39,2/28/2023,SC 250m,B,20230228SC 250mB,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,40,2/28/2023,SC 250m,C,20230228SC 250mC,71,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,40,2/28/2023,SC 250m,C,20230228SC 250mC,71,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,40,2/28/2023,SC 250m,C,20230228SC 250mC,71,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2721301,-120.8425917,Sample,March,2023,Yes,Started sampling at 12:12,250,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,44,2/28/2023,SC 500m,A,20230228SC 500mA,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,44,2/28/2023,SC 500m,A,20230228SC 500mA,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,44,2/28/2023,SC 500m,A,20230228SC 500mA,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,45,2/28/2023,SC 500m,B,20230228SC 500mB,78,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,45,2/28/2023,SC 500m,B,20230228SC 500mB,78,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,38.3895874,2.52E-06,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,45,2/28/2023,SC 500m,B,20230228SC 500mB,78,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,46,2/28/2023,SC 500m,C,20230228SC 500mC,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,46,2/28/2023,SC 500m,C,20230228SC 500mC,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,46,2/28/2023,SC 500m,C,20230228SC 500mC,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2743306,-120.843157,Sample,March,2023,Yes,Started sampling at 12:12,500,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,32,2/28/2023,SC 50m,A,20230228SC 50mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,32,2/28/2023,SC 50m,A,20230228SC 50mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,32,2/28/2023,SC 50m,A,20230228SC 50mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,33,2/28/2023,SC 50m,B,20230228SC 50mB,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,33,2/28/2023,SC 50m,B,20230228SC 50mB,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,33,2/28/2023,SC 50m,B,20230228SC 50mB,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,34,2/28/2023,SC 50m,C,20230228SC 50mC,73,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,34,2/28/2023,SC 50m,C,20230228SC 50mC,73,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,34,2/28/2023,SC 50m,C,20230228SC 50mC,73,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2703149,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,50,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,47,2/28/2023,SC Pre-livecar,A,20230228SC Pre-livecarA,NA,Small Channel,San Luis Wildlife Refuge,3/3/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,47,2/28/2023,SC Pre-livecar,A,20230228SC Pre-livecarA,NA,Small Channel,San Luis Wildlife Refuge,3/3/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,47,2/28/2023,SC Pre-livecar,A,20230228SC Pre-livecarA,NA,Small Channel,San Luis Wildlife Refuge,3/3/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,30,3/1/2023,FLDCT,1,20230301FLDCT1,NA,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,NA,NA,Control,March,2023,NA,NA,Field Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,30,3/1/2023,FLDCT,1,20230301FLDCT1,NA,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,NA,NA,Control,March,2023,NA,NA,Field Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,30,3/1/2023,FLDCT,1,20230301FLDCT1,NA,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,NA,NA,Control,March,2023,NA,NA,Field Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,70,3/1/2023,FLDCT,2,20230301FLDCT2,NA,"Small Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,NA,NA,Control,March,2023,NA,NA,Field Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,70,3/1/2023,FLDCT,2,20230301FLDCT2,NA,"Small Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,NA,NA,Control,March,2023,NA,NA,Field Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,70,3/1/2023,FLDCT,2,20230301FLDCT2,NA,"Small Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,NA,NA,Control,March,2023,NA,NA,Field Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,49,3/1/2023,LC 100m Post,A,20230301LC 100m PostA,88,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,49,3/1/2023,LC 100m Post,A,20230301LC 100m PostA,88,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,49,3/1/2023,LC 100m Post,A,20230301LC 100m PostA,88,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,50,3/1/2023,LC 100m Post,B,20230301LC 100m PostB,40,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,50,3/1/2023,LC 100m Post,B,20230301LC 100m PostB,40,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,50,3/1/2023,LC 100m Post,B,20230301LC 100m PostB,40,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,51,3/1/2023,LC 100m Post,C,20230301LC 100m PostC,96,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,51,3/1/2023,LC 100m Post,C,20230301LC 100m PostC,96,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,51,3/1/2023,LC 100m Post,C,20230301LC 100m PostC,96,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1760013,-120.7620042,Sample,March,2023,No,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,52,3/1/2023,LC 10m Post,A,20230301LC 10m PostA,76,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,52,3/1/2023,LC 10m Post,A,20230301LC 10m PostA,76,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,52,3/1/2023,LC 10m Post,A,20230301LC 10m PostA,76,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,53,3/1/2023,LC 10m Post,B,20230301LC 10m PostB,80,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,53,3/1/2023,LC 10m Post,B,20230301LC 10m PostB,80,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,53,3/1/2023,LC 10m Post,B,20230301LC 10m PostB,80,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,54,3/1/2023,LC 10m Post,C,20230301LC 10m PostC,80,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,54,3/1/2023,LC 10m Post,C,20230301LC 10m PostC,80,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,54,3/1/2023,LC 10m Post,C,20230301LC 10m PostC,80,"Large Channel, Post LC",San Luis Wildlife Refuge,3/3/2023,37.1754183,-120.7613245,Sample,March,2023,No,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,27,3/1/2023,LC 250m Post,A,20230301LC 250m PostA,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,27,3/1/2023,LC 250m Post,A,20230301LC 250m PostA,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,27,3/1/2023,LC 250m Post,A,20230301LC 250m PostA,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,28,3/1/2023,LC 250m Post,B,20230301LC 250m PostB,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,28,3/1/2023,LC 250m Post,B,20230301LC 250m PostB,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,28,3/1/2023,LC 250m Post,B,20230301LC 250m PostB,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,29,3/1/2023,LC 250m Post,C,20230301LC 250m PostC,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,29,3/1/2023,LC 250m Post,C,20230301LC 250m PostC,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,29,3/1/2023,LC 250m Post,C,20230301LC 250m PostC,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,No,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,24,3/1/2023,LC 500m Post,A,20230301LC 500m PostA,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,24,3/1/2023,LC 500m Post,A,20230301LC 500m PostA,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,24,3/1/2023,LC 500m Post,A,20230301LC 500m PostA,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,25,3/1/2023,LC 500m Post,B,20230301LC 500m PostB,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,25,3/1/2023,LC 500m Post,B,20230301LC 500m PostB,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,25,3/1/2023,LC 500m Post,B,20230301LC 500m PostB,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,26,3/1/2023,LC 500m Post,C,20230301LC 500m PostC,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,26,3/1/2023,LC 500m Post,C,20230301LC 500m PostC,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,26,3/1/2023,LC 500m Post,C,20230301LC 500m PostC,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,No,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,21,3/1/2023,LC 50m Post,A,20230301LC 50m PostA,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,No,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,21,3/1/2023,LC 50m Post,A,20230301LC 50m PostA,70,"Large Channel, Post LC",San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,No,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
