projectID,project_type,extraction_order,date,site_name,filter_replicate,FilterID,vol_filtered_ml,location,location_broad,extraction_date,lat,lon,control,month,year,field_notes,technical_replicate,Cq,target,relative_conc_ng/uL,relative_conc_weighted_by_vol
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,241,4/3/2023,31RX,B,20230403 31RX B,425,31RX,San Luis Wildlife Refuge,4/4/2023,37.212042,-120.783768,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,32.8739624,LSL/FSL,0.0001994,4.69E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,241,4/3/2023,31RX,B,20230403 31RX B,425,31RX,San Luis Wildlife Refuge,4/4/2023,37.212042,-120.783768,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,33.00252533,LSL/FSL,0.000182301,4.29E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,241,4/3/2023,31RX,B,20230403 31RX B,425,31RX,San Luis Wildlife Refuge,4/4/2023,37.212042,-120.783768,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,35.49329758,LSL/FSL,3.21E-05,7.55E-08
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,242,4/3/2023,31RX,C,20230403 31RX C,325,31RX,San Luis Wildlife Refuge,4/4/2023,37.212042,-120.783768,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,30.81662369,LSL/FSL,0.000837146,2.58E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,242,4/3/2023,31RX,C,20230403 31RX C,325,31RX,San Luis Wildlife Refuge,4/4/2023,37.212042,-120.783768,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,31.98541069,LSL/FSL,0.000370534,1.14E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,242,4/3/2023,31RX,C,20230403 31RX C,325,31RX,San Luis Wildlife Refuge,4/4/2023,37.212042,-120.783768,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,35.56147385,LSL/FSL,3.06E-05,9.42E-08
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,243,4/3/2023,37RX,A,20230403 37RX A,100,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,33.64987183,LSL/FSL,0.000116075,1.16E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,243,4/3/2023,37RX,A,20230403 37RX A,100,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,35.11037445,LSL/FSL,4.19E-05,4.19E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,243,4/3/2023,37RX,A,20230403 37RX A,100,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,244,4/3/2023,37RX,B,20230403 37RX B,200,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,32.88813782,LSL/FSL,0.000197439,9.87E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,244,4/3/2023,37RX,B,20230403 37RX B,200,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,34.70715332,LSL/FSL,5.55E-05,2.78E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,244,4/3/2023,37RX,B,20230403 37RX B,200,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,34.79502106,LSL/FSL,5.22E-05,2.61E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,245,4/3/2023,37RX,C,20230403 37RX C,100,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,33.5402298,LSL/FSL,0.000125298,1.25E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,245,4/3/2023,37RX,C,20230403 37RX C,100,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,33.77553177,LSL/FSL,0.000106336,1.06E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,245,4/3/2023,37RX,C,20230403 37RX C,100,37RX,San Luis Wildlife Refuge,4/4/2023,37.208923,-120.780943,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,35.44514465,LSL/FSL,3.32E-05,3.32E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,246,4/3/2023,15RX,A,20230403 15RX A,150,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,33.84413147,LSL/FSL,0.000101369,6.76E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,246,4/3/2023,15RX,A,20230403 15RX A,150,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,34.34160233,LSL/FSL,7.17E-05,4.78E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,246,4/3/2023,15RX,A,20230403 15RX A,150,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,34.47870636,LSL/FSL,6.51E-05,4.34E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,247,4/3/2023,15RX,B,20230403 15RX B,200,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,33.30361557,LSL/FSL,0.000147776,7.39E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,247,4/3/2023,15RX,B,20230403 15RX B,200,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,34.64179611,LSL/FSL,5.81E-05,2.91E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,247,4/3/2023,15RX,B,20230403 15RX B,200,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,248,4/3/2023,15RX,C,20230403 15RX C,175,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,34.56908417,LSL/FSL,6.11E-05,3.49E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,248,4/3/2023,15RX,C,20230403 15RX C,175,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,35.82068634,LSL/FSL,2.55E-05,1.46E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,248,4/3/2023,15RX,C,20230403 15RX C,175,15RX,San Luis Wildlife Refuge,4/4/2023,37.198508,-120.76873,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,249,4/3/2023,21RX,A,20230403 21RX A,150,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,34.67476654,LSL/FSL,5.68E-05,3.79E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,249,4/3/2023,21RX,A,20230403 21RX A,150,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,249,4/3/2023,21RX,A,20230403 21RX A,150,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,250,4/3/2023,21RX,B,20230403 21RX B,175,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,31.43160439,LSL/FSL,0.000545194,3.12E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,250,4/3/2023,21RX,B,20230403 21RX B,175,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,31.82623672,LSL/FSL,0.000414033,2.37E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,250,4/3/2023,21RX,B,20230403 21RX B,175,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,31.93396568,LSL/FSL,0.000384068,2.19E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,251,4/3/2023,21RX,C,20230403 21RX C,50,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,251,4/3/2023,21RX,C,20230403 21RX C,50,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,251,4/3/2023,21RX,C,20230403 21RX C,50,21RX,San Luis Wildlife Refuge,4/4/2023,37.21573,-120.787327,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,252,4/3/2023,77RX,A,20230403 77RX A,200,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,32.78988647,LSL/FSL,0.000211441,1.06E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,252,4/3/2023,77RX,A,20230403 77RX A,200,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,34.41704559,LSL/FSL,6.80E-05,3.40E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,252,4/3/2023,77RX,A,20230403 77RX A,200,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,253,4/3/2023,77RX,B,20230403 77RX B,75,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,32.83857727,LSL/FSL,0.000204382,2.73E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,253,4/3/2023,77RX,B,20230403 77RX B,75,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,35.31232071,LSL/FSL,3.64E-05,4.86E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,253,4/3/2023,77RX,B,20230403 77RX B,75,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,254,4/3/2023,77RX,C,20230403 77RX C,50,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,34.36725235,LSL/FSL,7.04E-05,1.41E-06
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,254,4/3/2023,77RX,C,20230403 77RX C,50,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,254,4/3/2023,77RX,C,20230403 77RX C,50,77RX,San Luis Wildlife Refuge,4/4/2023,37.215056,-120.786315,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,255,4/3/2023,10RX,A,20230403 10RX A,200,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,33.84305573,LSL/FSL,0.000101445,5.07E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,255,4/3/2023,10RX,A,20230403 10RX A,200,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,255,4/3/2023,10RX,A,20230403 10RX A,200,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,256,4/3/2023,10RX,B,20230403 10RX B,225,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,34.54185867,LSL/FSL,6.23E-05,2.77E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,256,4/3/2023,10RX,B,20230403 10RX B,225,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,256,4/3/2023,10RX,B,20230403 10RX B,225,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,257,4/3/2023,10RX,C,20230403 10RX C,200,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,33.44417953,LSL/FSL,0.000133978,6.70E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,257,4/3/2023,10RX,C,20230403 10RX C,200,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,34.16298676,LSL/FSL,8.12E-05,4.06E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,257,4/3/2023,10RX,C,20230403 10RX C,200,10RX,San Luis Wildlife Refuge,4/4/2023,37.205998,-120.776278,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,36.88246536,LSL/FSL,1.22E-05,6.09E-08
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,258,4/3/2023,22RX,A,20230403 22RX A,175,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,34.3960228,LSL/FSL,6.90E-05,3.94E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,258,4/3/2023,22RX,A,20230403 22RX A,175,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,34.76476288,LSL/FSL,5.33E-05,3.05E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,258,4/3/2023,22RX,A,20230403 22RX A,175,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,259,4/3/2023,22RX,B,20230403 22RX B,200,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,33.34616852,LSL/FSL,0.000143455,7.17E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,259,4/3/2023,22RX,B,20230403 22RX B,200,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,35.44386673,LSL/FSL,3.32E-05,1.66E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,259,4/3/2023,22RX,B,20230403 22RX B,200,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,36.1648674,LSL/FSL,2.01E-05,1.00E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,260,4/3/2023,22RX,C,20230403 22RX C,175,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,34.45285034,LSL/FSL,6.63E-05,3.79E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,260,4/3/2023,22RX,C,20230403 22RX C,175,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,34.60422134,LSL/FSL,5.97E-05,3.41E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,260,4/3/2023,22RX,C,20230403 22RX C,175,22RX,San Luis Wildlife Refuge,4/4/2023,37.203301,-120.770216,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,261,4/3/2023,66RX,A,20230403 66RX A,300,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,261,4/3/2023,66RX,A,20230403 66RX A,300,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,261,4/3/2023,66RX,A,20230403 66RX A,300,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,262,4/3/2023,66RX,B,20230403 66RX B,450,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,262,4/3/2023,66RX,B,20230403 66RX B,450,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,262,4/3/2023,66RX,B,20230403 66RX B,450,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,263,4/3/2023,66RX,C,20230403 66RX C,300,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,263,4/3/2023,66RX,C,20230403 66RX C,300,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,263,4/3/2023,66RX,C,20230403 66RX C,300,66RX,San Luis Wildlife Refuge,4/4/2023,37.239347,-120.821298,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,264,4/3/2023,86RX,A,20230403 86RX A,300,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,32.66954041,LSL/FSL,0.000229951,7.67E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,264,4/3/2023,86RX,A,20230403 86RX A,300,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,32.86996841,LSL/FSL,0.000199956,6.67E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,264,4/3/2023,86RX,A,20230403 86RX A,300,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,34.05687714,LSL/FSL,8.74E-05,2.91E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,265,4/3/2023,86RX,B,20230403 86RX B,325,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,35.02794647,LSL/FSL,4.44E-05,1.37E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,265,4/3/2023,86RX,B,20230403 86RX B,325,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,265,4/3/2023,86RX,B,20230403 86RX B,325,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,266,4/3/2023,86RX,C,20230403 86RX C,300,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",2,32.76997757,LSL/FSL,0.000214397,7.15E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,266,4/3/2023,86RX,C,20230403 86RX C,300,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",3,33.32782364,LSL/FSL,0.000145302,4.84E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,266,4/3/2023,86RX,C,20230403 86RX C,300,86RX,San Luis Wildlife Refuge,4/4/2023,37.210415,-120.782307,Sample,April,2023,"Re-visit to trapping sites, single sampling event",1,34.74788284,LSL/FSL,5.40E-05,1.80E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,267,4/3/2023,FLDCT,NA,20230403 FLDCT,500,Field Control,Control,4/4/2023,NA,NA,Control,April,2023,"Re-visit to trapping sites, single sampling event",1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,267,4/3/2023,FLDCT,NA,20230403 FLDCT,500,Field Control,Control,4/4/2023,NA,NA,Control,April,2023,"Re-visit to trapping sites, single sampling event",2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,267,4/3/2023,FLDCT,NA,20230403 FLDCT,500,Field Control,Control,4/4/2023,NA,NA,Control,April,2023,"Re-visit to trapping sites, single sampling event",3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,268,4/4/2023,EXCT,2,20230404 EXCT 2,NA,Extraction Control,Control,4/4/2023,NA,NA,Control,April,2023,NA,1,40,LSL/FSL,0,NA
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,268,4/4/2023,EXCT,2,20230404 EXCT 2,NA,Extraction Control,Control,4/4/2023,NA,NA,Control,April,2023,NA,2,40,LSL/FSL,0,NA
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,268,4/4/2023,EXCT,2,20230404 EXCT 2,NA,Extraction Control,Control,4/4/2023,NA,NA,Control,April,2023,NA,3,40,LSL/FSL,0,NA
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,269,4/4/2023,EXCT,1,20230404 EXCT 1,NA,Extraction Control,Control,4/4/2023,NA,NA,Control,April,2023,NA,1,40,LSL/FSL,0,NA
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,269,4/4/2023,EXCT,1,20230404 EXCT 1,NA,Extraction Control,Control,4/4/2023,NA,NA,Control,April,2023,NA,2,40,LSL/FSL,0,NA
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,269,4/4/2023,EXCT,1,20230404 EXCT 1,NA,Extraction Control,Control,4/4/2023,NA,NA,Control,April,2023,NA,3,40,LSL/FSL,0,NA
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,270,4/22/2023,196R,A,20230422 196R A,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,270,4/22/2023,196R,A,20230422 196R A,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,270,4/22/2023,196R,A,20230422 196R A,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,271,4/22/2023,196R,B,20230422 196R B,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,2,34.78572083,LSL/FSL,5.26E-05,1.05E-07
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,271,4/22/2023,196R,B,20230422 196R B,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,271,4/22/2023,196R,B,20230422 196R B,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,272,4/22/2023,196R,C,20230422 196R C,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,272,4/22/2023,196R,C,20230422 196R C,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,272,4/22/2023,196R,C,20230422 196R C,500,196R,San Luis Wildlife Refuge,4/25/2023,37.270723,-120.842611,Sample,April,2023,NA,3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,273,4/22/2023,127R,A,20230422 127R A,350,127R,San Luis Wildlife Refuge,4/25/2023,37.226652,-120.821504,Sample,April,2023,NA,1,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,273,4/22/2023,127R,A,20230422 127R A,350,127R,San Luis Wildlife Refuge,4/25/2023,37.226652,-120.821504,Sample,April,2023,NA,2,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,273,4/22/2023,127R,A,20230422 127R A,350,127R,San Luis Wildlife Refuge,4/25/2023,37.226652,-120.821504,Sample,April,2023,NA,3,40,LSL/FSL,0,0
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA,274,4/22/2023,127R,B,20230422 127R B,400,127R,San Luis Wildlife Refuge,4/25/2023,37.226652,-120.821504,Sample,April,2023,NA,3,33.46420288,LSL/FSL,0.00013212,3.30E-07
