projectID,project_type,extraction_order,date,site_name,filter_replicate,FilterID,vol_filtered_ml,location,location_broad,extraction_date,control,month,year,field_notes,technical_replicate,Cq,target,relative_conc_ng/uL,relative_conc_weighted_by_vol
FWSLOD-2022-Loach pilot study,eDNA,15,3/15/2022,P3R,2,20220315P3R2,150,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,23,3/15/2022,WP7R,1,20220315WP7R1,25,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,17,3/15/2022,P5R,1,20220315P5R1,150,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,21,3/15/2022,WP6R,2,20220315WP6R2,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,23,3/15/2022,WP7R,1,20220315WP7R1,25,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,19,3/15/2022,P5R,3,20220315P5R3,250,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,26,3/15/2022,WP7R,3,20220315WP7R3,25,WP7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,17,3/15/2022,P5R,1,20220315P5R1,150,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,16,3/15/2022,P3R,3,20220315P3R3,200,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,24,3/15/2022,WP7R,2,20220315WP7R2,50,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,26,3/15/2022,WP7R,3,20220315WP7R3,25,WP7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,19,3/15/2022,P5R,3,20220315P5R3,250,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,18,3/15/2022,P5R,2,20220315P5R2,275,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,14,3/15/2022,P3R,1,20220315P3R1,325,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,21,3/15/2022,WP6R,2,20220315WP6R2,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,15,3/15/2022,P3R,2,20220315P3R2,150,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,20,3/15/2022,WP6R,1,20220315WP6R1,425,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,14,3/15/2022,P3R,1,20220315P3R1,325,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,14,3/15/2022,P3R,1,20220315P3R1,325,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,16,3/15/2022,P3R,3,20220315P3R3,200,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,16,3/15/2022,P3R,3,20220315P3R3,200,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,23,3/15/2022,WP7R,1,20220315WP7R1,25,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,24,3/15/2022,WP7R,2,20220315WP7R2,50,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,18,3/15/2022,P5R,2,20220315P5R2,275,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,19,3/15/2022,P5R,3,20220315P5R3,250,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,20,3/15/2022,WP6R,1,20220315WP6R1,425,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,21,3/15/2022,WP6R,2,20220315WP6R2,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,24,3/15/2022,WP7R,2,20220315WP7R2,50,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,26,3/15/2022,WP7R,3,20220315WP7R3,25,WP7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,15,3/15/2022,P3R,2,20220315P3R2,150,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,17,3/15/2022,P5R,1,20220315P5R1,150,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,18,3/15/2022,P5R,2,20220315P5R2,275,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,20,3/15/2022,WP6R,1,20220315WP6R1,425,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,22,3/15/2022,WP6R,3,20220315WP6R3,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,22,3/15/2022,WP6R,3,20220315WP6R3,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,20,3/15/2022,WP6R,1,20220315WP6R1,425,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,20,3/15/2022,WP6R,1,20220315WP6R1,425,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,21,3/15/2022,WP6R,2,20220315WP6R2,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,22,3/15/2022,WP6R,3,20220315WP6R3,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,22,3/15/2022,WP6R,3,20220315WP6R3,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,23,3/15/2022,WP7R,1,20220315WP7R1,25,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,24,3/15/2022,WP7R,2,20220315WP7R2,50,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,26,3/15/2022,WP7R,3,20220315WP7R3,25,WP7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,14,3/15/2022,P3R,1,20220315P3R1,325,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,14,3/15/2022,P3R,1,20220315P3R1,325,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,14,3/15/2022,P3R,1,20220315P3R1,325,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,15,3/15/2022,P3R,2,20220315P3R2,150,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,15,3/15/2022,P3R,2,20220315P3R2,150,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,15,3/15/2022,P3R,2,20220315P3R2,150,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,16,3/15/2022,P3R,3,20220315P3R3,200,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,16,3/15/2022,P3R,3,20220315P3R3,200,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,16,3/15/2022,P3R,3,20220315P3R3,200,P3R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,23,3/15/2022,WP7R,1,20220315WP7R1,25,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,17,3/15/2022,P5R,1,20220315P5R1,150,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,17,3/15/2022,P5R,1,20220315P5R1,150,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,17,3/15/2022,P5R,1,20220315P5R1,150,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,18,3/15/2022,P5R,2,20220315P5R2,275,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,18,3/15/2022,P5R,2,20220315P5R2,275,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,18,3/15/2022,P5R,2,20220315P5R2,275,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,19,3/15/2022,P5R,3,20220315P5R3,250,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,19,3/15/2022,P5R,3,20220315P5R3,250,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,19,3/15/2022,P5R,3,20220315P5R3,250,P5R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,20,3/15/2022,WP6R,1,20220315WP6R1,425,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,21,3/15/2022,WP6R,2,20220315WP6R2,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,21,3/15/2022,WP6R,2,20220315WP6R2,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,22,3/15/2022,WP6R,3,20220315WP6R3,150,WP6R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,23,3/15/2022,WP7R,1,20220315WP7R1,25,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,24,3/15/2022,WP7R,2,20220315WP7R2,50,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,24,3/15/2022,WP7R,2,20220315WP7R2,50,WP7R,San Luis Wildlife Refuge,5/6/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,26,3/15/2022,WP7R,3,20220315WP7R3,25,WP7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,26,3/15/2022,WP7R,3,20220315WP7R3,25,WP7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,39,3/21/2022,A4R,2,20220321A4R2,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,53,3/21/2022,A3R,1,20220321A3R1,150,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,43,3/21/2022,A6R,3,20220321A6R3,225,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,39,3/21/2022,A4R,2,20220321A4R2,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,54,3/21/2022,A3R,2,20220321A3R2,100,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,37,3/21/2022,A1R,3,20220321A1R3,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,48,3/21/2022,D3R,2,20220321D3R2,225,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,42,3/21/2022,A6R,2,20220321A6R2,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,37,3/21/2022,A1R,3,20220321A1R3,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,54,3/21/2022,A3R,2,20220321A3R2,100,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,43,3/21/2022,A6R,3,20220321A6R3,225,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,49,3/21/2022,D3R,3,20220321D3R3,300,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,33,3/21/2022,D1R,2,20220321D1R2,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,55,3/21/2022,A3R,3,20220321A3R3,325,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,30,3/21/2022,D2R,2,20220321D2R2,1075,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,34,3/21/2022,D1R,3,20220321D1R3,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,44,3/21/2022,D6R,1,20220321D6R1,850,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,44,3/21/2022,D6R,1,20220321D6R1,850,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,44,3/21/2022,D6R,1,20220321D6R1,850,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,40,3/21/2022,A4R,3,20220321A4R3,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,32,3/21/2022,D1R,1,20220321D1R1,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,38,3/21/2022,A4R,1,20220321A4R1,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,48,3/21/2022,D3R,2,20220321D3R2,225,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,48,3/21/2022,D3R,2,20220321D3R2,225,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,41,3/21/2022,A6R,1,20220321A6R1,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,41,3/21/2022,A6R,1,20220321A6R1,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,53,3/21/2022,A3R,1,20220321A3R1,150,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,42,3/21/2022,A6R,2,20220321A6R2,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,42,3/21/2022,A6R,2,20220321A6R2,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,50,3/21/2022,D4R,1,20220321D4R1,250,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,50,3/21/2022,D4R,1,20220321D4R1,250,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,51,3/21/2022,D4R,2,20220321D4R2,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,38,3/21/2022,A4R,1,20220321A4R1,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,35,3/21/2022,A1R,1,20220321A1R1,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,31,3/21/2022,D2R,3,20220321D2R3,1975,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,45,3/21/2022,D6R,2,20220321D6R2,550,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,45,3/21/2022,D6R,2,20220321D6R2,550,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,32,3/21/2022,D1R,1,20220321D1R1,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,46,3/21/2022,D6R,3,20220321D6R3,750,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,41,3/21/2022,A6R,1,20220321A6R1,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,33,3/21/2022,D1R,2,20220321D1R2,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,33,3/21/2022,D1R,2,20220321D1R2,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,34,3/21/2022,D1R,3,20220321D1R3,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,34,3/21/2022,D1R,3,20220321D1R3,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,29,3/21/2022,D2R,1,20220321D2R1,575,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,52,3/21/2022,D4R,3,20220321D4R3,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,30,3/21/2022,D2R,2,20220321D2R2,1075,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,52,3/21/2022,D4R,3,20220321D4R3,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,35,3/21/2022,A1R,1,20220321A1R1,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,35,3/21/2022,A1R,1,20220321A1R1,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,36,3/21/2022,A1R,2,20220321A1R2,300,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,47,3/21/2022,D3R,1,20220321D3R1,375,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,32,3/21/2022,D1R,1,20220321D1R1,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,37,3/21/2022,A1R,3,20220321A1R3,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,49,3/21/2022,D3R,3,20220321D3R3,300,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,49,3/21/2022,D3R,3,20220321D3R3,300,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,53,3/21/2022,A3R,1,20220321A3R1,150,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,50,3/21/2022,D4R,1,20220321D4R1,250,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,54,3/21/2022,A3R,2,20220321A3R2,100,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,55,3/21/2022,A3R,3,20220321A3R3,325,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,55,3/21/2022,A3R,3,20220321A3R3,325,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,51,3/21/2022,D4R,2,20220321D4R2,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,52,3/21/2022,D4R,3,20220321D4R3,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,38,3/21/2022,A4R,1,20220321A4R1,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,39,3/21/2022,A4R,2,20220321A4R2,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,36,3/21/2022,A1R,2,20220321A1R2,300,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,40,3/21/2022,A4R,3,20220321A4R3,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
